(`id`, `poke_id`, `alt_id`, `poke_name`, `alter_poke_name`, `scyther_name`, `pokeapi_id`, `hp`, `attack`, `defense`, `spatk`, `spdef`, `speed`, `male`, `female`, `genderless`, `type_1`, `type_2`, `ability_1`, `ability_2`, `hidden_ability`, `classification`, `height`, `weight`, `capture_rate`, `base_egg_steps`, `base_happiness`, `ev`, `egg_group_1`, `egg_group_2`, `female_spec_sprite`, `female_spec_icon`, `platform`, `evo_level`, `canon`) VALUES
(1, 1, 0, 'Bulbasaur', '', 'Bulbasaur ', '', 45, 49, 49, 65, 65, 45, 88, 12, 0, 'Grass', 'Poison', 'Overgrow', 'None', 'Chlorophyll', 'Seed', '7', '69', 45, '5355', 70, '0,0,0,1,0,0', 'Plant', 'Monster', NULL, NULL, 20, 16, 'canon'),
(591, 463, 0, 'Lickilicky', '', 'Lickilicky ', '', 110, 85, 95, 80, 95, 50, 50, 50, 0, 'Normal', 'None', 'Own Tempo', 'Oblivious', 'Cloud Nine', 'Licking', '17', '1400', 30, '5355', 70, '3,0,0,0,0,0', 'Monster', 'None', NULL, NULL, 2, 0, 'canon'),
(592, 464, 0, 'Rhyperior', '', 'Rhyperior ', '', 115, 140, 130, 55, 55, 40, 50, 50, 0, 'Ground', 'Rock', 'Lightningrod', 'Solid Rock', 'Reckless', 'Drill', '24', '2828', 30, '5355', 70, '0,3,0,0,0,0', 'Ground', 'Monster', NULL, NULL, 0, 0, 'canon'),
(593, 465, 0, 'Tangrowth', '', 'Tangrowth ', '', 100, 100, 125, 110, 50, 50, 50, 50, 0, 'Grass', 'None', 'Chlorophyll', 'Leaf Guard', 'Regenerator', 'Vine', '20', '1286', 30, '5355', 70, '0,0,2,0,0,0', 'Plant', 'None', NULL, NULL, 3, 0, 'canon'),
(594, 466, 0, 'Electivire', '', 'Electivire ', '', 75, 123, 67, 95, 85, 95, 75, 25, 0, 'Electric', 'None', 'Motor Drive', 'None', 'Vital Spirit', 'Thunderbolt', '18', '1386', 30, '6630', 70, '0,3,0,0,0,0', 'Human-like', 'None', NULL, NULL, -1, 0, 'canon'),
(595, 467, 0, 'Magmortar', '', 'Magmortar ', '', 75, 95, 67, 125, 95, 83, 75, 25, 0, 'Fire', 'None', 'Flame Body', 'None', 'Vital Spirit', 'Blast', '16', '680', 30, '6630', 70, '0,0,0,3,0,0', 'Human-like', 'None', NULL, NULL, 0, 0, 'canon'),
(596, 468, 0, 'Togekiss', '', 'Togekiss ', '', 85, 50, 95, 120, 115, 80, 88, 12, 0, 'Fairy', 'Flying', 'Hustle', 'Serene Grace', 'Super Luck', 'Jubilee', '15', '380', 30, '2805', 70, '0,0,0,2,1,0', 'Fairy', 'Flying', NULL, NULL, 14, 0, 'canon'),
(597, 469, 0, 'Yanmega', '', 'Yanmega ', '', 86, 76, 86, 116, 56, 95, 50, 50, 0, 'Bug', 'Flying', 'Speed Boost', 'Tinted Lens', 'Frisk', 'Ogre Darner', '19', '515', 30, '5355', 70, '0,2,0,0,0,0', 'Bug', 'None', NULL, NULL, 4, 0, 'canon'),
(598, 470, 0, 'Leafeon', '', 'Leafeon ', '', 65, 110, 130, 60, 65, 95, 88, 12, 0, 'Grass', 'None', 'Leaf Guard', 'None', 'Chlorophyll', 'Verdant', '10', '255', 45, '9180', 35, '0,0,2,0,0,0', 'Ground', 'None', NULL, NULL, 10, 0, 'canon'),
(599, 471, 0, 'Glaceon', '', 'Glaceon ', '', 65, 60, 110, 130, 95, 65, 88, 12, 0, 'Ice', 'None', 'Snow Cloak', 'None', 'Ice Body', 'Fresh Snow', '8', '259', 45, '9180', 35, '0,0,0,2,0,0', 'Ground', 'None', NULL, NULL, 8, 0, 'canon'),
(600, 472, 0, 'Gliscor', '', 'Gliscor ', '', 75, 95, 125, 45, 75, 95, 50, 50, 0, 'Ground', 'Flying', 'Hyper Cutter', 'Sand Veil', 'Poison Heal', 'Fang Scorpion', '20', '425', 30, '5355', 70, '0,0,2,0,0,0', 'Bug', 'None', NULL, NULL, 6, 0, 'canon'),
(601, 473, 0, 'Mamoswine', '', 'Mamoswine ', '', 110, 130, 80, 70, 60, 80, 50, 50, 0, 'Ice', 'Ground', 'Oblivious', 'Snow Cloak', 'Thick Fat', 'Twin Tusk', '25', '2910', 50, '5355', 70, '0,3,0,0,0,0', 'Ground', 'None', NULL, NULL, 1, 0, 'canon'),
(602, 474, 0, 'Porygon-Z', '', 'Porygon-Z ', '', 85, 80, 70, 135, 75, 90, 0, 0, 100, 'Normal', 'None', 'Adaptability', 'Download', 'Analytic', 'Virtual', '9', '340', 30, '5355', 70, '0,0,0,3,0,0', 'Mineral', 'None', NULL, NULL, 9, 0, 'canon'),
(603, 475, 1, 'Gallade', '(Mega)', 'Gallade (Mega)', '', 68, 165, 95, 65, 115, 110, 100, 0, 0, 'Psychic', 'Fighting', 'Inner Focus', 'None', 'None', 'Blade', '16', '564', 45, '5355', 35, '0,3,0,0,0,0', 'Indeterminate', 'None', NULL, NULL, -14, 0, 'canon'),
(604, 475, 0, 'Gallade', '', 'Gallade ', '', 68, 125, 65, 65, 115, 80, 100, 0, 0, 'Psychic', 'Fighting', 'Steadfast', 'None', 'Justified', 'Blade', '16', '520', 45, '5355', 35, '0,3,0,0,0,0', 'Indeterminate', 'None', NULL, NULL, 0, 0, 'canon'),
(605, 476, 0, 'Probopass', '', 'Probopass ', '', 60, 55, 145, 75, 150, 40, 50, 50, 0, 'Rock', 'Steel', 'Sturdy', 'Magnet Pull', 'Sand Force', 'Compass', '14', '3400', 60, '5355', 70, '0,0,1,0,2,0', 'Mineral', 'None', NULL, NULL, 4, 0, 'canon'),
(606, 477, 0, 'Dusknoir', '', 'Dusknoir ', '', 45, 100, 135, 65, 135, 45, 50, 50, 0, 'Ghost', 'None', 'Pressure', 'None', 'None', 'Gripper', '22', '1066', 45, '6630', 35, '0,0,1,0,2,0', 'Indeterminate', 'None', NULL, NULL, 2, 0, 'canon'),
(607, 478, 0, 'Froslass', '', 'Froslass ', '', 70, 80, 70, 80, 70, 110, 0, 100, 0, 'Ice', 'Ghost', 'Snow Cloak', 'None', 'Cursed Body', 'Snow Land', '13', '266', 75, '5355', 70, '0,0,0,0,0,2', 'Mineral', 'Fairy', NULL, NULL, 8, 0, 'canon'),
(608, 479, 4, 'Rotom', '(Fan)', 'Rotom (Fan)', '', 50, 65, 107, 105, 107, 86, 0, 0, 100, 'Electric', 'Flying', 'Levitate', 'None', 'None', 'Plasma', '3', '3', 45, '5355', 70, '0,0,0,1,0,1', 'Indeterminate', 'None', NULL, NULL, 6, 0, 'canon'),
(609, 479, 2, 'Rotom', '(Frost)', 'Rotom (Frost)', '', 50, 65, 107, 105, 107, 86, 0, 0, 100, 'Electric', 'Ice', 'Levitate', 'None', 'None', 'Plasma', '3', '3', 45, '5355', 70, '0,0,0,1,0,1', 'Indeterminate', 'None', NULL, NULL, 2, 0, 'canon'),
(610, 479, 3, 'Rotom', '(Heat)', 'Rotom (Heat)', '', 50, 65, 107, 105, 107, 86, 0, 0, 100, 'Electric', 'Fire', 'Levitate', 'None', 'None', 'Plasma', '3', '3', 45, '5355', 70, '0,0,0,1,0,1', 'Indeterminate', 'None', NULL, NULL, 9, 0, 'canon'),
(611, 479, 1, 'Rotom', '(Mow)', 'Rotom (Mow)', '', 50, 65, 107, 105, 107, 86, 0, 0, 100, 'Electric', 'Grass', 'Levitate', 'None', 'None', 'Plasma', '3', '3', 45, '5355', 70, '0,0,0,1,0,1', 'Indeterminate', 'None', NULL, NULL, 2, 0, 'canon'),
(612, 479, 5, 'Rotom', '(Wash)', 'Rotom (Wash)', '', 50, 65, 107, 105, 107, 86, 0, 0, 100, 'Electric', 'Water', 'Levitate', 'None', 'None', 'Plasma', '3', '3', 45, '5355', 70, '0,0,0,1,0,1', 'Indeterminate', 'None', NULL, NULL, 5, 0, 'canon'),
(613, 479, 0, 'Rotom', '', 'Rotom ', '', 50, 50, 77, 95, 77, 91, 0, 0, 100, 'Electric', 'Ghost', 'Levitate', 'None', 'None', 'Plasma', '3', '3', 45, '5355', 70, '0,0,0,1,0,1', 'Indeterminate', 'None', NULL, NULL, 10, 0, 'canon'),
(614, 480, 0, 'Uxie', '', 'Uxie ', '', 75, 75, 130, 75, 130, 95, 0, 0, 100, 'Psychic', 'None', 'Levitate', 'None', 'None', 'Knowledge', '3', '3', 3, '20655', 140, '0,0,2,0,1,0', 'No-eggs', 'None', NULL, NULL, 16, 0, 'canon'),
(615, 481, 0, 'Mesprit', '', 'Mesprit ', '', 80, 105, 105, 105, 105, 80, 0, 0, 100, 'Psychic', 'None', 'Levitate', 'None', 'None', 'Emotion', '3', '3', 3, '20655', 140, '0,1,0,1,1,0', 'No-eggs', 'None', NULL, NULL, 10, 0, 'canon'),
(616, 482, 0, 'Azelf', '', 'Azelf ', '', 75, 125, 70, 125, 70, 115, 0, 0, 100, 'Psychic', 'None', 'Levitate', 'None', 'None', 'Willpower', '3', '3', 3, '20655', 140, '0,2,0,1,0,0', 'No-eggs', 'None', NULL, NULL, 20, 0, 'canon'),
(617, 483, 0, 'Dialga', '', 'Dialga ', '', 100, 120, 120, 150, 100, 90, 0, 0, 100, 'Steel', 'Dragon', 'Pressure', 'None', 'Telepathy', 'Temporal', '54', '6830', 3, '30855', 0, '0,0,0,3,0,0', 'No-eggs', 'None', NULL, NULL, -9, 0, 'canon'),
(618, 484, 0, 'Palkia', '', 'Palkia ', '', 90, 120, 100, 150, 120, 100, 0, 0, 100, 'Water', 'Dragon', 'Pressure', 'None', 'Telepathy', 'Spatial', '42', '3360', 3, '30855', 0, '0,0,0,3,0,0', 'No-eggs', 'None', NULL, NULL, 1, 0, 'canon'),
(619, 485, 0, 'Heatran', '', 'Heatran ', '', 91, 90, 106, 130, 106, 77, 50, 50, 0, 'Fire', 'Steel', 'Flash Fire', 'None', 'Flame Body', 'Lava Dome', '17', '4300', 3, '2805', 100, '0,0,0,3,0,0', 'No-eggs', 'None', NULL, NULL, 7, 0, 'canon'),
(620, 486, 0, 'Regigigas', '', 'Regigigas ', '', 110, 160, 110, 80, 110, 100, 0, 0, 100, 'Normal', 'None', 'Slow Start', 'None', 'None', 'Colossal', '37', '4200', 3, '30855', 0, '0,3,0,0,0,0', 'No-eggs', 'None', NULL, NULL, 1, 0, 'canon'),
(621, 487, 1, 'Giratina', '(Origin)', 'Giratina (Origin)', '', 150, 120, 100, 120, 100, 90, 0, 0, 100, 'Ghost', 'Dragon', 'Levitate', 'None', 'None', 'Renegade', '69', '6500', 3, '30855', 0, '3,0,0,0,0,0', 'No-eggs', 'None', NULL, NULL, -5, 0, 'canon'),
(622, 487, 0, 'Giratina', '', 'Giratina ', '', 150, 100, 120, 100, 120, 90, 0, 0, 100, 'Ghost', 'Dragon', 'Pressure', 'None', 'Telepathy', 'Renegade', '45', '7500', 3, '30855', 0, '3,0,0,0,0,0', 'No-eggs', 'None', NULL, NULL, -4, 0, 'canon'),
(623, 488, 0, 'Cresselia', '', 'Cresselia ', '', 120, 70, 120, 75, 130, 85, 0, 100, 0, 'Psychic', 'None', 'Levitate', 'None', 'None', 'Lunar', '15', '856', 3, '30855', 100, '0,0,0,0,3,0', 'No-eggs', 'None', NULL, NULL, 1, 0, 'canon'),
(624, 489, 0, 'Phione', '', 'Phione ', '', 80, 80, 80, 80, 80, 80, 0, 0, 100, 'Water', 'None', 'Hydration', 'None', 'None', 'Sea Drifter', '4', '31', 30, '10455', 70, '1,0,0,0,0,0', 'Fairy', 'Water1', NULL, NULL, 17, 0, 'canon'),
(625, 490, 0, 'Manaphy', '', 'Manaphy ', '', 100, 100, 100, 100, 100, 100, 0, 0, 100, 'Water', 'None', 'Hydration', 'None', 'None', 'Seafaring', '3', '14', 3, '2805', 70, '3,0,0,0,0,0', 'Fairy', 'Water1', NULL, NULL, 16, 0, 'canon');
INSERT INTO `poke_data` (`id`, `poke_id`, `alt_id`, `poke_name`, `alter_poke_name`, `scyther_name`, `pokeapi_id`, `hp`, `attack`, `defense`, `spatk`, `spdef`, `speed`, `male`, `female`, `genderless`, `type_1`, `type_2`, `ability_1`, `ability_2`, `hidden_ability`, `classification`, `height`, `weight`, `capture_rate`, `base_egg_steps`, `base_happiness`, `ev`, `egg_group_1`, `egg_group_2`, `female_spec_sprite`, `female_spec_icon`, `platform`, `evo_level`, `canon`) VALUES
(626, 491, 0, 'Darkrai', '', 'Darkrai ', '', 70, 90, 90, 135, 90, 125, 0, 0, 100, 'Dark', 'None', 'Bad Dreams', 'None', 'None', 'Pitch-Black', '15', '505', 3, '30855', 0, '0,0,0,2,0,1', 'No-eggs', 'None', NULL, NULL, 2, 0, 'canon'),
(627, 492, 1, 'Shaymin', '(Sky)', 'Shaymin (Sky)', '', 100, 103, 75, 120, 75, 127, 0, 0, 100, 'Grass', 'Flying', 'Serene Grace', 'None', 'None', 'Gratitude', '4', '52', 45, '30855', 100, '0,0,0,0,0,3', 'No-eggs', 'None', NULL, NULL, 9, 0, 'canon'),
(628, 492, 0, 'Shaymin', '', 'Shaymin ', '', 100, 100, 100, 100, 100, 100, 0, 0, 100, 'Grass', 'None', 'Natural Cure', 'None', 'None', 'Gratitude', '2', '21', 45, '30855', 100, '3,0,0,0,0,0', 'No-eggs', 'None', NULL, NULL, 19, 0, 'canon'),
(629, 493, 0, 'Arceus', '(Normal)', 'Arceus (Normal)', '', 120, 120, 120, 120, 120, 120, 0, 0, 100, 'Normal', 'None', 'Multitype', 'None', 'None', 'Alpha', '32', '3200', 3, '30855', 0, '3,0,0,0,0,0', 'No-eggs', 'None', NULL, NULL, -1, 0, 'canon'),
(630, 493, 1, 'Arceus', '(Insect)', 'Arceus (Insect)', '', 120, 120, 120, 120, 120, 120, 0, 0, 100, 'Normal', 'None', 'Multitype', 'None', 'None', 'Alpha', '32', '3200', 3, '30855', 0, '3,0,0,0,0,0', 'No-eggs', 'None', NULL, NULL, -14, 0, 'canon'),
(631, 493, 2, 'Arceus', '(Dread)', 'Arceus (Dread)', '', 120, 120, 120, 120, 120, 120, 0, 0, 100, 'Normal', 'None', 'Multitype', 'None', 'None', 'Alpha', '32', '3200', 3, '30855', 0, '3,0,0,0,0,0', 'No-eggs', 'None', NULL, NULL, -14, 0, 'canon'),
(632, 493, 3, 'Arceus', '(Draco)', 'Arceus (Draco)', '', 120, 120, 120, 120, 120, 120, 0, 0, 100, 'Normal', 'None', 'Multitype', 'None', 'None', 'Alpha', '32', '3200', 3, '30855', 0, '3,0,0,0,0,0', 'No-eggs', 'None', NULL, NULL, -14, 0, 'canon'),
(633, 493, 4, 'Arceus', '(Zap)', 'Arceus (Zap)', '', 120, 120, 120, 120, 120, 120, 0, 0, 100, 'Normal', 'None', 'Multitype', 'None', 'None', 'Alpha', '32', '3200', 3, '30855', 0, '3,0,0,0,0,0', 'No-eggs', 'None', NULL, NULL, -14, 0, 'canon'),
(634, 493, 5, 'Arceus', '(Pixie)', 'Arceus (Pixie)', '', 120, 120, 120, 120, 120, 120, 0, 0, 100, 'Normal', 'None', 'Multitype', 'None', 'None', 'Alpha', '32', '3200', 3, '30855', 0, '3,0,0,0,0,0', 'No-eggs', 'None', NULL, NULL, -13, 0, 'canon'),
(635, 493, 6, 'Arceus', '(Fist)', 'Arceus (Fist)', '', 120, 120, 120, 120, 120, 120, 0, 0, 100, 'Normal', 'None', 'Multitype', 'None', 'None', 'Alpha', '32', '3200', 3, '30855', 0, '3,0,0,0,0,0', 'No-eggs', 'None', NULL, NULL, -14, 0, 'canon'),
(636, 493, 7, 'Arceus', '(Flame)', 'Arceus (Flame)', '', 120, 120, 120, 120, 120, 120, 0, 0, 100, 'Normal', 'None', 'Multitype', 'None', 'None', 'Alpha', '32', '3200', 3, '30855', 0, '3,0,0,0,0,0', 'No-eggs', 'None', NULL, NULL, -14, 0, 'canon'),
(637, 493, 8, 'Arceus', '(Sky)', 'Arceus (Sky)', '', 120, 120, 120, 120, 120, 120, 0, 0, 100, 'Normal', 'None', 'Multitype', 'None', 'None', 'Alpha', '32', '3200', 3, '30855', 0, '3,0,0,0,0,0', 'No-eggs', 'None', NULL, NULL, -14, 0, 'canon'),
(638, 493, 9, 'Arceus', '(Spooky)', 'Arceus (Spooky)', '', 120, 120, 120, 120, 120, 120, 0, 0, 100, 'Normal', 'None', 'Multitype', 'None', 'None', 'Alpha', '32', '3200', 3, '30855', 0, '3,0,0,0,0,0', 'No-eggs', 'None', NULL, NULL, -14, 0, 'canon'),
(639, 493, 10, 'Arceus', '(Meadow)', 'Arceus (Meadow)', '', 120, 120, 120, 120, 120, 120, 0, 0, 100, 'Normal', 'None', 'Multitype', 'None', 'None', 'Alpha', '32', '3200', 3, '30855', 0, '3,0,0,0,0,0', 'No-eggs', 'None', NULL, NULL, -14, 0, 'canon'),
(640, 493, 11, 'Arceus', '(Earth)', 'Arceus (Earth)', '', 120, 120, 120, 120, 120, 120, 0, 0, 100, 'Normal', 'None', 'Multitype', 'None', 'None', 'Alpha', '32', '3200', 3, '30855', 0, '3,0,0,0,0,0', 'No-eggs', 'None', NULL, NULL, -14, 0, 'canon'),
(641, 493, 12, 'Arceus', '(Toxic)', 'Arceus (Toxic)', '', 120, 120, 120, 120, 120, 120, 0, 0, 100, 'Normal', 'None', 'Multitype', 'None', 'None', 'Alpha', '32', '3200', 3, '30855', 0, '3,0,0,0,0,0', 'No-eggs', 'None', NULL, NULL, -14, 0, 'canon'),
(642, 493, 13, 'Arceus', '(Mind)', 'Arceus (Mind)', '', 120, 120, 120, 120, 120, 120, 0, 0, 100, 'Normal', 'None', 'Multitype', 'None', 'None', 'Alpha', '32', '3200', 3, '30855', 0, '3,0,0,0,0,0', 'No-eggs', 'None', NULL, NULL, -14, 0, 'canon'),
(643, 493, 14, 'Arceus', '(Stone)', 'Arceus (Stone)', '', 120, 120, 120, 120, 120, 120, 0, 0, 100, 'Normal', 'None', 'Multitype', 'None', 'None', 'Alpha', '32', '3200', 3, '30855', 0, '3,0,0,0,0,0', 'No-eggs', 'None', NULL, NULL, -14, 0, 'canon'),
(644, 493, 15, 'Arceus', '(Iron)', 'Arceus (Iron)', '', 120, 120, 120, 120, 120, 120, 0, 0, 100, 'Normal', 'None', 'Multitype', 'None', 'None', 'Alpha', '32', '3200', 3, '30855', 0, '3,0,0,0,0,0', 'No-eggs', 'None', NULL, NULL, -14, 0, 'canon'),
(645, 493, 16, 'Arceus', '(Splash)', 'Arceus (Splash)', '', 120, 120, 120, 120, 120, 120, 0, 0, 100, 'Normal', 'None', 'Multitype', 'None', 'None', 'Alpha', '32', '3200', 3, '30855', 0, '3,0,0,0,0,0', 'No-eggs', 'None', NULL, NULL, -14, 0, 'canon'),
(646, 493, 17, 'Arceus', '(Icicle)', 'Arceus (Icicle)', '', 120, 120, 120, 120, 120, 120, 0, 0, 100, 'Normal', 'None', 'Multitype', 'None', 'None', 'Alpha', '32', '3200', 3, '30855', 0, '3,0,0,0,0,0', 'No-eggs', 'None', NULL, NULL, -14, 0, 'canon'),
(647, 494, 0, 'Victini', '', 'Victini ', '', 100, 100, 100, 100, 100, 100, 0, 0, 100, 'Psychic', 'Fire', 'Victory Star', 'None', 'None', 'Victory', '4', '40', 3, '30855', 100, '3,0,0,0,0,0', 'No-eggs', 'None', NULL, NULL, 8, 0, 'canon'),
(648, 495, 0, 'Snivy', '', 'Snivy ', '', 45, 45, 55, 45, 55, 63, 88, 12, 0, 'Grass', 'None', 'Overgrow', 'None', 'Contrary', 'Grass Snake', '6', '81', 45, '5355', 70, '0,0,0,0,0,1', 'Plant', 'Ground', NULL, NULL, 16, 17, 'canon'),
(649, 496, 0, 'Servine', '', 'Servine ', '', 60, 60, 75, 60, 75, 83, 88, 12, 0, 'Grass', 'None', 'Overgrow', 'None', 'Contrary', 'Grass Snake', '8', '160', 45, '5355', 70, '0,0,0,0,0,2', 'Plant', 'Ground', NULL, NULL, 6, 36, 'canon'),
(650, 497, 0, 'Serperior', '', 'Serperior ', '', 75, 75, 95, 75, 95, 113, 88, 12, 0, 'Grass', 'None', 'Overgrow', 'None', 'Contrary', 'Regal', '33', '630', 45, '5355', 70, '0,0,0,0,0,3', 'Plant', 'Ground', NULL, NULL, 1, 0, 'canon'),
(651, 498, 0, 'Tepig', '', 'Tepig ', '', 65, 63, 45, 45, 45, 45, 88, 12, 0, 'Fire', 'None', 'Blaze', 'None', 'Thick Fat', 'Fire Pig', '5', '99', 45, '5355', 70, '1,0,0,0,0,0', 'Ground', 'None', NULL, NULL, 19, 17, 'canon'),
(652, 499, 0, 'Pignite', '', 'Pignite ', '', 90, 93, 55, 70, 55, 55, 88, 12, 0, 'Fire', 'Fighting', 'Blaze', 'None', 'Thick Fat', 'Fire Pig', '10', '555', 45, '5355', 70, '0,2,0,0,0,0', 'Ground', 'None', NULL, NULL, 11, 36, 'canon'),
(653, 500, 0, 'Emboar', '', 'Emboar ', '', 110, 123, 65, 100, 65, 65, 88, 12, 0, 'Fire', 'Fighting', 'Blaze', 'None', 'Rekless', 'Mega Fire Pig', '16', '1500', 45, '5355', 70, '0,3,0,0,0,0', 'Ground', 'None', NULL, NULL, -2, 0, 'canon'),
(654, 501, 0, 'Oshawott', '', 'Oshawott ', '', 55, 55, 45, 63, 45, 45, 88, 12, 0, 'Water', 'None', 'Torrent', 'None', 'Shell Armor', 'Sea Otter', '5', '59', 45, '5355', 70, '0,0,0,1,0,0', 'Ground', 'None', NULL, NULL, 17, 17, 'canon'),
(655, 502, 0, 'Dewott', '', 'Dewott ', '', 75, 75, 60, 83, 60, 60, 88, 12, 0, 'Water', 'None', 'Torrent', 'None', 'Shell Armor', 'Discipline', '8', '245', 45, '5355', 70, '0,0,0,2,0,0', 'Ground', 'None', NULL, NULL, 7, 36, 'canon'),
(656, 503, 0, 'Samurott', '', 'Samurott ', '', 95, 100, 85, 108, 70, 70, 88, 12, 0, 'Water', 'None', 'Torrent', 'None', 'Shell Armor', 'Formidable', '15', '946', 45, '5355', 70, '0,0,0,3,0,0', 'Ground', 'None', NULL, NULL, -5, 0, 'canon'),
(657, 504, 0, 'Patrat', '', 'Patrat ', '', 45, 55, 39, 35, 39, 42, 50, 50, 0, 'Normal', 'None', 'Run Away', 'Keen Eye', 'Analytic', 'Scout', '5', '116', 255, '4080', 70, '0,1,0,0,0,0', 'Ground', 'None', NULL, NULL, 13, 20, 'canon'),
(658, 505, 0, 'Watchog', '', 'Watchog ', '', 60, 85, 69, 60, 69, 77, 50, 50, 0, 'Normal', 'None', 'Illuminate', 'Keen Eye', 'Analytic', 'Lookout', '11', '270', 255, '5355', 70, '0,2,0,0,0,0', 'Ground', 'None', NULL, NULL, 1, 0, 'canon'),
(659, 506, 0, 'Lillipup', '', 'Lillipup ', '', 45, 60, 45, 25, 45, 55, 50, 50, 0, 'Normal', 'None', 'Vital Spirit', 'Pickup', 'Run Away', 'Puppy', '4', '41', 255, '4080', 70, '0,1,0,0,0,0', 'Ground', 'None', NULL, NULL, 13, 16, 'canon'),
(660, 507, 0, 'Herdier', '', 'Herdier ', '', 65, 80, 65, 35, 65, 60, 50, 50, 0, 'Normal', 'None', 'Intimidate', 'Sand Rush', 'Scrappy', 'Loyal Dog', '9', '147', 120, '4080', 70, '0,2,0,0,0,0', 'Ground', 'None', NULL, NULL, 9, 32, 'canon'),
(661, 508, 0, 'Stoutland', '', 'Stoutland ', '', 85, 110, 90, 45, 90, 80, 50, 50, 0, 'Normal', 'None', 'Intimidate', 'Sand Rush', 'Scrappy', 'Big-Hearted', '12', '610', 45, '4080', 70, '0,3,0,0,0,0', 'Ground', 'None', NULL, NULL, 1, 0, 'canon'),
(662, 509, 0, 'Purrloin', '', 'Purrloin ', '', 41, 50, 37, 50, 37, 66, 50, 50, 0, 'Dark', 'None', 'Limber', 'Unburden', 'Prankster', 'Devious', '4', '101', 255, '5355', 70, '0,0,0,0,0,1', 'Ground', 'None', NULL, NULL, 11, 20, 'canon'),
(663, 510, 0, 'Liepard', '', 'Liepard ', '', 64, 88, 50, 88, 50, 106, 50, 50, 0, 'Dark', 'None', 'Limber', 'Unburden', 'Prankster', 'Cruel', '11', '375', 90, '5355', 70, '0,0,0,0,0,2', 'Ground', 'None', NULL, NULL, 4, 0, 'canon'),
(664, 511, 0, 'Pansage', '', 'Pansage ', '', 50, 53, 48, 53, 48, 64, 88, 12, 0, 'Grass', 'None', 'Gluttony', 'None', 'Overgrow', 'Grass Monkey', '6', '105', 190, '5355', 70, '0,0,0,0,0,1', 'Ground', 'None', NULL, NULL, 14, 0, 'canon'),
(665, 512, 0, 'Simisage', '', 'Simisage ', '', 75, 98, 63, 98, 63, 101, 88, 12, 0, 'Grass', 'None', 'Gluttony', 'None', 'Overgrow', 'Thorn Monkey', '11', '305', 75, '5355', 70, '0,0,0,0,0,2', 'Ground', 'None', NULL, NULL, 3, 0, 'canon'),
(666, 513, 0, 'Pansear', '', 'Pansear ', '', 50, 53, 48, 53, 48, 64, 88, 12, 0, 'Fire', 'None', 'Gluttony', 'None', 'Blaze', 'High Temp', '6', '110', 190, '5355', 70, '0,0,0,0,0,1', 'Ground', 'None', NULL, NULL, 13, 0, 'canon'),
(667, 514, 0, 'Simisear', '', 'Simisear ', '', 75, 98, 63, 98, 63, 101, 88, 12, 0, 'Fire', 'None', 'Gluttony', 'None', 'Blaze', 'Ember', '10', '280', 75, '5355', 70, '0,0,0,0,0,2', 'Ground', 'None', NULL, NULL, 7, 0, 'canon'),
(668, 515, 0, 'Panpour', '', 'Panpour ', '', 50, 53, 48, 53, 48, 64, 88, 12, 0, 'Water', 'None', 'Gluttony', 'None', 'Torrent', 'Spray', '6', '135', 190, '5355', 70, '0,0,0,0,0,1', 'Ground', 'None', NULL, NULL, 12, 0, 'canon'),
(669, 516, 0, 'Simipour', '', 'Simipour ', '', 75, 98, 63, 98, 63, 101, 88, 12, 0, 'Water', 'None', 'Gluttony', 'None', 'Torrent', 'Geyser', '10', '290', 75, '5355', 70, '0,0,0,0,0,2', 'Ground', 'None', NULL, NULL, 6, 0, 'canon'),
(670, 517, 0, 'Munna', '', 'Munna ', '', 76, 25, 45, 67, 55, 24, 50, 50, 0, 'Psychic', 'None', 'Forewarn', 'Synchronize', 'Telepathy', 'Dream Eater', '6', '233', 190, '2805', 70, '1,0,0,0,0,0', 'Ground', 'None', NULL, NULL, 20, 0, 'canon'),
(671, 518, 0, 'Musharna', '', 'Musharna ', '', 116, 55, 85, 107, 95, 29, 50, 50, 0, 'Psychic', 'None', 'Forewarn', 'Synchronize', 'Telepathy', 'Drowsing', '11', '605', 75, '2805', 70, '2,0,0,0,0,0', 'Ground', 'None', NULL, NULL, 5, 0, 'canon'),
(672, 519, 0, 'Pidove', '', 'Pidove ', '', 50, 55, 50, 36, 30, 43, 50, 50, 0, 'Normal', 'Flying', 'Big Pecks', 'Super Luck', 'Rivalry', 'Tiny Pigeon', '3', '21', 255, '4080', 70, '0,1,0,0,0,0', 'Flying', 'None', NULL, NULL, 14, 21, 'canon'),
(673, 520, 0, 'Tranquill', '', 'Tranquill ', '', 62, 77, 62, 50, 42, 65, 50, 50, 0, 'Normal', 'Flying', 'Big Pecks', 'Super Luck', 'Rivalry', 'Wild Pigeon', '6', '150', 120, '4080', 70, '0,2,0,0,0,0', 'Flying', 'None', NULL, NULL, 11, 32, 'canon'),
(674, 521, 0, 'Unfezant', '', 'Unfezant ', '', 80, 115, 80, 65, 55, 93, 50, 50, 0, 'Normal', 'Flying', 'Big Pecks', 'Super Luck', 'Rivalry', 'Proud', '12', '290', 45, '4080', 70, '0,3,0,0,0,0', 'Flying', 'None', NULL, NULL, 0, 0, 'canon'),
